QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorDiscountCode,AddColorNetPrice,Quantities_Id,Price_Id,CurrencyCode,AsLowAsCatalog,AsLowAsNet,Prices_Id,DecorationMethod_Id,PrintMethod,Select an Option Below,PriceMethod,PricingKey,DecorationMethods_Id,Product_Id,ItemNumber,BrandName,AdditionalCharges_Id,AdditionalChargeItemDescription,AdditionalChargeCatalogPrice,AdditionalChargeDiscountCode,AdditionalChargeNetPrice,SetupChargeCatalogPrice,NetSetupCharge,NetRepeatSetupCharge,MaxNumSpotColors,MaximumColorsAllowed
50,30.79,18.474,C,,,,344,344,USD,28.59,17.154,172,172,See Price Method,Place Order With Logo,4 Color Process Dome,DM,24,24,BG230,The Bag Factory,172,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,28.59,17.154,C,,,,344,344,USD,28.59,17.154,172,172,See Price Method,Place Order With Logo,4 Color Process Dome,DM,24,24,BG230,The Bag Factory,172,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,28.59,17.16,C,,,,346,346,USD,0,17.16,173,173,Random Sample,Order Sample,4 Color Process Dome,RS,24,24,BG230,The Bag Factory,173,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,26.59,15.954,C,,,,348,348,USD,26.59,15.954,174,174,See Price Method,Order Without Logo,Blank,BL,24,24,BG230,The Bag Factory,174,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,26.59,15.954,C,,,,348,348,USD,26.59,15.954,174,174,See Price Method,Order Without Logo,Blank,BL,24,24,BG230,The Bag Factory,174,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,26.59,15.954,C,,,,348,348,USD,26.59,15.954,174,174,See Price Method,Order Without Logo,Blank,BL,24,24,BG230,The Bag Factory,174,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,26.59,15.954,C,,,,348,348,USD,26.59,15.954,174,174,See Price Method,Order Without Logo,Blank,BL,24,24,BG230,The Bag Factory,174,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,21.49,12.894,C,0.5,G,0.4,350,350,USD,16.99,10.194,175,175,See Price Method,Place Order With Logo,1 Color 1 Location,TP,25,25,BG231,The Bag Factory,175,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,19.69,11.814,C,0.5,G,0.4,350,350,USD,16.99,10.194,175,175,See Price Method,Place Order With Logo,1 Color 1 Location,TP,25,25,BG231,The Bag Factory,175,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,18.39,11.034,C,0.5,G,0.4,350,350,USD,16.99,10.194,175,175,See Price Method,Place Order With Logo,1 Color 1 Location,TP,25,25,BG231,The Bag Factory,175,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,16.99,10.194,C,0.5,G,0.4,350,350,USD,16.99,10.194,175,175,See Price Method,Place Order With Logo,1 Color 1 Location,TP,25,25,BG231,The Bag Factory,175,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,16.99,10.2,C,,,,352,352,USD,0,10.2,176,176,Random Sample,Order Sample,1 Color 1 Location,RS,25,25,BG231,The Bag Factory,176,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,22.99,13.794,C,,,,354,354,USD,18.49,11.094,177,177,See Price Method,Place Order With Logo,4 Color Process,T4,25,25,BG231,The Bag Factory,177,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,21.19,12.714,C,,,,354,354,USD,18.49,11.094,177,177,See Price Method,Place Order With Logo,4 Color Process,T4,25,25,BG231,The Bag Factory,177,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,19.89,11.934,C,,,,354,354,USD,18.49,11.094,177,177,See Price Method,Place Order With Logo,4 Color Process,T4,25,25,BG231,The Bag Factory,177,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,18.49,11.094,C,,,,354,354,USD,18.49,11.094,177,177,See Price Method,Place Order With Logo,4 Color Process,T4,25,25,BG231,The Bag Factory,177,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,18.49,11.1,C,,,,356,356,USD,0,11.1,178,178,Random Sample,Order Sample,4 Color Process,RS,25,25,BG231,The Bag Factory,178,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,23.49,14.094,C,,,,358,358,USD,18.99,11.394,179,179,See Price Method,Place Order With Logo,4 Color Process Dome,DM,25,25,BG231,The Bag Factory,179,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,21.69,13.014,C,,,,358,358,USD,18.99,11.394,179,179,See Price Method,Place Order With Logo,4 Color Process Dome,DM,25,25,BG231,The Bag Factory,179,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,20.39,12.234,C,,,,358,358,USD,18.99,11.394,179,179,See Price Method,Place Order With Logo,4 Color Process Dome,DM,25,25,BG231,The Bag Factory,179,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
250,18.99,11.394,C,,,,358,358,USD,18.99,11.394,179,179,See Price Method,Place Order With Logo,4 Color Process Dome,DM,25,25,BG231,The Bag Factory,179,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,18.99,11.4,C,,,,360,360,USD,0,11.4,180,180,Random Sample,Order Sample,4 Color Process Dome,RS,25,25,BG231,The Bag Factory,180,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,16.99,10.194,C,,,,362,362,USD,16.99,10.194,181,181,See Price Method,Order Without Logo,Blank,BL,25,25,BG231,The Bag Factory,181,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,16.99,10.194,C,,,,362,362,USD,16.99,10.194,181,181,See Price Method,Order Without Logo,Blank,BL,25,25,BG231,The Bag Factory,181,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,16.99,10.194,C,,,,362,362,USD,16.99,10.194,181,181,See Price Method,Order Without Logo,Blank,BL,25,25,BG231,The Bag Factory,181,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,16.99,10.194,C,,,,362,362,USD,16.99,10.194,181,181,See Price Method,Order Without Logo,Blank,BL,25,25,BG231,The Bag Factory,181,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,24.99,14.994,C,0.5,G,0.4,364,364,USD,19.99,11.994,182,182,See Price Method,Place Order With Logo,1 Color 1 Location,TP,26,26,BG232,The Bag Factory,182,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,23.09,13.854,C,0.5,G,0.4,364,364,USD,19.99,11.994,182,182,See Price Method,Place Order With Logo,1 Color 1 Location,TP,26,26,BG232,The Bag Factory,182,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,21.59,12.954,C,0.5,G,0.4,364,364,USD,19.99,11.994,182,182,See Price Method,Place Order With Logo,1 Color 1 Location,TP,26,26,BG232,The Bag Factory,182,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,19.99,11.994,C,0.5,G,0.4,364,364,USD,19.99,11.994,182,182,See Price Method,Place Order With Logo,1 Color 1 Location,TP,26,26,BG232,The Bag Factory,182,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,19.99,12,C,0.5,G,0,366,366,USD,0,12,183,183,Random Sample,Order Sample,1 Color 1 Location,RS,26,26,BG232,The Bag Factory,183,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,26.49,15.894,C,,,,368,368,USD,21.49,12.894,184,184,See Price Method,Place Order With Logo,4 Color Process,TF,26,26,BG232,The Bag Factory,184,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,24.59,14.754,C,,,,368,368,USD,21.49,12.894,184,184,See Price Method,Place Order With Logo,4 Color Process,TF,26,26,BG232,The Bag Factory,184,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,23.09,13.854,C,,,,368,368,USD,21.49,12.894,184,184,See Price Method,Place Order With Logo,4 Color Process,TF,26,26,BG232,The Bag Factory,184,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,21.49,12.894,C,,,,368,368,USD,21.49,12.894,184,184,See Price Method,Place Order With Logo,4 Color Process,TF,26,26,BG232,The Bag Factory,184,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,21.49,12.9,C,,,,370,370,USD,0,12.9,185,185,Random Sample,Order Sample,4 Color Process,RS,26,26,BG232,The Bag Factory,185,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,26.99,16.194,C,,,,372,372,USD,21.99,13.194,186,186,See Price Method,Place Order With Logo,4 Color Process Dome,DM,26,26,BG232,The Bag Factory,186,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
50,25.09,15.054,C,,,,372,372,USD,21.99,13.194,186,186,See Price Method,Place Order With Logo,4 Color Process Dome,DM,26,26,BG232,The Bag Factory,186,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
100,23.59,14.154,C,,,,372,372,USD,21.99,13.194,186,186,See Price Method,Place Order With Logo,4 Color Process Dome,DM,26,26,BG232,The Bag Factory,186,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
250,21.99,13.194,C,,,,372,372,USD,21.99,13.194,186,186,See Price Method,Place Order With Logo,4 Color Process Dome,DM,26,26,BG232,The Bag Factory,186,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
1,21.99,13.2,C,,,,374,374,USD,0,13.2,187,187,Random Sample,Order Sample,4 Color Process Dome,RS,26,26,BG232,The Bag Factory,187,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,19.99,11.994,C,,,,376,376,USD,19.99,11.994,188,188,See Price Method,Order Without Logo,Blank,BL,26,26,BG232,The Bag Factory,188,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,19.99,11.994,C,,,,376,376,USD,19.99,11.994,188,188,See Price Method,Order Without Logo,Blank,BL,26,26,BG232,The Bag Factory,188,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,19.99,11.994,C,,,,376,376,USD,19.99,11.994,188,188,See Price Method,Order Without Logo,Blank,BL,26,26,BG232,The Bag Factory,188,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,19.99,11.994,C,,,,376,376,USD,19.99,11.994,188,188,See Price Method,Order Without Logo,Blank,BL,26,26,BG232,The Bag Factory,188,Drop Shipment Charge,8.5,G,6.8,,,,0,
10,53.49,32.094,C,0.5,G,0.4,378,378,USD,42.49,25.494,189,189,See Price Method,Place Order With Logo,1 Color 1 Location,TP,27,27,BG261,The Bag Factory,189,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,49.09,29.454,C,0.5,G,0.4,378,378,USD,42.49,25.494,189,189,See Price Method,Place Order With Logo,1 Color 1 Location,TP,27,27,BG261,The Bag Factory,189,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,45.89,27.534,C,0.5,G,0.4,378,378,USD,42.49,25.494,189,189,See Price Method,Place Order With Logo,1 Color 1 Location,TP,27,27,BG261,The Bag Factory,189,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,42.49,25.494,C,0.5,G,0.4,378,378,USD,42.49,25.494,189,189,See Price Method,Place Order With Logo,1 Color 1 Location,TP,27,27,BG261,The Bag Factory,189,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,42.49,25.5,C,,,,380,380,USD,0,25.5,190,190,Random Sample,Order Sample,1 Color 1 Location,RS,27,27,BG261,The Bag Factory,190,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,54.99,32.994,C,,,,382,382,USD,43.99,26.394,191,191,See Price Method,Place Order With Logo,4 Color Process,TF,27,27,BG261,The Bag Factory,191,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,50.59,30.354,C,,,,382,382,USD,43.99,26.394,191,191,See Price Method,Place Order With Logo,4 Color Process,TF,27,27,BG261,The Bag Factory,191,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,47.39,28.434,C,,,,382,382,USD,43.99,26.394,191,191,See Price Method,Place Order With Logo,4 Color Process,TF,27,27,BG261,The Bag Factory,191,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,43.99,26.394,C,,,,382,382,USD,43.99,26.394,191,191,See Price Method,Place Order With Logo,4 Color Process,TF,27,27,BG261,The Bag Factory,191,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,43.99,26.4,C,,,,384,384,USD,0,26.4,192,192,Random Sample,Order Sample,4 Color Process,RS,27,27,BG261,The Bag Factory,192,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,55.49,33.294,C,,,,386,386,USD,44.49,26.694,193,193,See Price Method,Place Order With Logo,4 Color Process Dome,DM,27,27,BG261,The Bag Factory,193,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
25,51.09,30.654,C,,,,386,386,USD,44.49,26.694,193,193,See Price Method,Place Order With Logo,4 Color Process Dome,DM,27,27,BG261,The Bag Factory,193,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
50,47.89,28.734,C,,,,386,386,USD,44.49,26.694,193,193,See Price Method,Place Order With Logo,4 Color Process Dome,DM,27,27,BG261,The Bag Factory,193,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
100,44.49,26.694,C,,,,386,386,USD,44.49,26.694,193,193,See Price Method,Place Order With Logo,4 Color Process Dome,DM,27,27,BG261,The Bag Factory,193,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
1,44.49,26.7,C,,,,388,388,USD,0,26.7,194,194,Random Sample,Order Sample,4 Color Process Dome,RS,27,27,BG261,The Bag Factory,194,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,42.49,25.494,C,,,,390,390,USD,42.49,25.494,195,195,See Price Method,Order Without Logo,Blank,BL,27,27,BG261,The Bag Factory,195,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,42.49,25.494,C,,,,390,390,USD,42.49,25.494,195,195,See Price Method,Order Without Logo,Blank,BL,27,27,BG261,The Bag Factory,195,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,42.49,25.494,C,,,,390,390,USD,42.49,25.494,195,195,See Price Method,Order Without Logo,Blank,BL,27,27,BG261,The Bag Factory,195,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,42.49,25.494,C,,,,390,390,USD,42.49,25.494,195,195,See Price Method,Order Without Logo,Blank,BL,27,27,BG261,The Bag Factory,195,Drop Shipment Charge,8.5,G,6.8,,,,0,
10,55.49,33.294,C,,,,392,392,USD,44.49,26.694,196,196,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,27,27,BG261,The Bag Factory,196,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,51.09,30.654,C,,,,392,392,USD,44.49,26.694,196,196,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,27,27,BG261,The Bag Factory,196,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,47.89,28.734,C,,,,392,392,USD,44.49,26.694,196,196,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,27,27,BG261,The Bag Factory,196,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,44.49,26.694,C,,,,392,392,USD,44.49,26.694,196,196,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,27,27,BG261,The Bag Factory,196,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,44.49,26.7,C,,,,394,394,USD,0,26.7,197,197,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,27,27,BG261,The Bag Factory,197,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,14.79,8.874,C,0.5,G,0.4,396,396,USD,11.69,7.014,198,198,See Price Method,Place Order With Logo,1 Color 1 Location,TP,28,28,BG263,The Bag Factory,198,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,13.59,8.154,C,0.5,G,0.4,396,396,USD,11.69,7.014,198,198,See Price Method,Place Order With Logo,1 Color 1 Location,TP,28,28,BG263,The Bag Factory,198,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,12.69,7.614,C,0.5,G,0.4,396,396,USD,11.69,7.014,198,198,See Price Method,Place Order With Logo,1 Color 1 Location,TP,28,28,BG263,The Bag Factory,198,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,11.69,7.014,C,0.5,G,0.4,396,396,USD,11.69,7.014,198,198,See Price Method,Place Order With Logo,1 Color 1 Location,TP,28,28,BG263,The Bag Factory,198,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,11.69,7.02,C,,,,398,398,USD,0,7.02,199,199,Random Sample,Order Sample,1 Color 1 Location,RS,28,28,BG263,The Bag Factory,199,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,16.29,9.774,C,,,,400,400,USD,13.19,7.914,200,200,See Price Method,Place Order With Logo,4 Color Process,TF,28,28,BG263,The Bag Factory,200,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,15.09,9.054,C,,,,400,400,USD,13.19,7.914,200,200,See Price Method,Place Order With Logo,4 Color Process,TF,28,28,BG263,The Bag Factory,200,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,14.19,8.514,C,,,,400,400,USD,13.19,7.914,200,200,See Price Method,Place Order With Logo,4 Color Process,TF,28,28,BG263,The Bag Factory,200,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,13.19,7.914,C,,,,400,400,USD,13.19,7.914,200,200,See Price Method,Place Order With Logo,4 Color Process,TF,28,28,BG263,The Bag Factory,200,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,13.19,7.92,C,,,,402,402,USD,0,7.92,201,201,Random Sample,Order Sample,4 Color Process,RS,28,28,BG263,The Bag Factory,201,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,11.69,7.014,C,,,,404,404,USD,11.69,7.014,202,202,See Price Method,Order Without Logo,Blank,BL,28,28,BG263,The Bag Factory,202,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,11.69,7.014,C,,,,404,404,USD,11.69,7.014,202,202,See Price Method,Order Without Logo,Blank,BL,28,28,BG263,The Bag Factory,202,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,11.69,7.014,C,,,,404,404,USD,11.69,7.014,202,202,See Price Method,Order Without Logo,Blank,BL,28,28,BG263,The Bag Factory,202,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,11.69,7.014,C,,,,404,404,USD,11.69,7.014,202,202,See Price Method,Order Without Logo,Blank,BL,28,28,BG263,The Bag Factory,202,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,16.79,10.074,C,,,,406,406,USD,13.69,8.214,203,203,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,28,28,BG263,The Bag Factory,203,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,15.59,9.354,C,,,,406,406,USD,13.69,8.214,203,203,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,28,28,BG263,The Bag Factory,203,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,14.69,8.814,C,,,,406,406,USD,13.69,8.214,203,203,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,28,28,BG263,The Bag Factory,203,Additional Stitches,0.35,G,0.28,50,40,20,4,9
250,13.69,8.214,C,,,,406,406,USD,13.69,8.214,203,203,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,28,28,BG263,The Bag Factory,203,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,13.69,8.22,C,,,,408,408,USD,0,8.22,204,204,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,28,28,BG263,The Bag Factory,204,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,21.49,12.894,C,0.5,G,0.4,410,410,USD,16.99,10.194,205,205,See Price Method,Place Order With Logo,1 Color 1 Location,TP,29,29,BG264,The Bag Factory,205,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,19.69,11.814,C,0.5,G,0.4,410,410,USD,16.99,10.194,205,205,See Price Method,Place Order With Logo,1 Color 1 Location,TP,29,29,BG264,The Bag Factory,205,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,18.39,11.034,C,0.5,G,0.4,410,410,USD,16.99,10.194,205,205,See Price Method,Place Order With Logo,1 Color 1 Location,TP,29,29,BG264,The Bag Factory,205,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,16.99,10.194,C,0.5,G,0.4,410,410,USD,16.99,10.194,205,205,See Price Method,Place Order With Logo,1 Color 1 Location,TP,29,29,BG264,The Bag Factory,205,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,16.99,10.2,C,,,,412,412,USD,0,10.2,206,206,Random Sample,Order Sample,1 Color 1 Location,RS,29,29,BG264,The Bag Factory,206,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,22.99,13.794,C,,,,414,414,USD,18.49,11.094,207,207,See Price Method,Place Order With Logo,4 Color Process,T4,29,29,BG264,The Bag Factory,207,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,21.19,12.714,C,,,,414,414,USD,18.49,11.094,207,207,See Price Method,Place Order With Logo,4 Color Process,T4,29,29,BG264,The Bag Factory,207,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,19.89,11.934,C,,,,414,414,USD,18.49,11.094,207,207,See Price Method,Place Order With Logo,4 Color Process,T4,29,29,BG264,The Bag Factory,207,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,18.49,11.094,C,,,,414,414,USD,18.49,11.094,207,207,See Price Method,Place Order With Logo,4 Color Process,T4,29,29,BG264,The Bag Factory,207,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,18.49,11.1,C,,,,416,416,USD,0,11.1,208,208,Random Sample,Order Sample,4 Color Process,RS,29,29,BG264,The Bag Factory,208,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,16.99,10.194,C,,,,418,418,USD,16.99,10.194,209,209,See Price Method,Order Without Logo,Blank,BL,29,29,BG264,The Bag Factory,209,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,16.99,10.194,C,,,,418,418,USD,16.99,10.194,209,209,See Price Method,Order Without Logo,Blank,BL,29,29,BG264,The Bag Factory,209,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,16.99,10.194,C,,,,418,418,USD,16.99,10.194,209,209,See Price Method,Order Without Logo,Blank,BL,29,29,BG264,The Bag Factory,209,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,16.99,10.194,C,,,,418,418,USD,16.99,10.194,209,209,See Price Method,Order Without Logo,Blank,BL,29,29,BG264,The Bag Factory,209,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,23.49,14.094,C,,,,420,420,USD,18.99,11.394,210,210,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,29,29,BG264,The Bag Factory,210,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,21.69,13.014,C,,,,420,420,USD,18.99,11.394,210,210,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,29,29,BG264,The Bag Factory,210,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,20.39,12.234,C,,,,420,420,USD,18.99,11.394,210,210,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,29,29,BG264,The Bag Factory,210,Additional Stitches,0.35,G,0.28,50,40,20,4,9
250,18.99,11.394,C,,,,420,420,USD,18.99,11.394,210,210,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,29,29,BG264,The Bag Factory,210,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,18.99,11.4,C,,,,422,422,USD,0,11.4,211,211,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,29,29,BG264,The Bag Factory,211,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,20.69,12.414,C,0.5,G,0.4,424,424,USD,16.49,9.894,212,212,See Price Method,Place Order With Logo,1 Color 1 Location,TP,30,30,BG269,Innovations,212,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,18.99,11.394,C,0.5,G,0.4,424,424,USD,16.49,9.894,212,212,See Price Method,Place Order With Logo,1 Color 1 Location,TP,30,30,BG269,Innovations,212,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,17.79,10.674,C,0.5,G,0.4,424,424,USD,16.49,9.894,212,212,See Price Method,Place Order With Logo,1 Color 1 Location,TP,30,30,BG269,Innovations,212,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,16.49,9.894,C,0.5,G,0.4,424,424,USD,16.49,9.894,212,212,See Price Method,Place Order With Logo,1 Color 1 Location,TP,30,30,BG269,Innovations,212,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,16.49,9.894,C,,,,426,426,USD,0,9.894,213,213,Random Sample,Order Sample,1 Color 1 Location,RS,30,30,BG269,Innovations,213,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,22.19,13.314,C,,,,428,428,USD,17.99,10.794,214,214,See Price Method,Place Order With Logo,4 Color Process,TF,30,30,BG269,Innovations,214,Drop Shipment Charge,8.5,G,6.8,75,60,0,0,0
50,20.49,12.294,C,,,,428,428,USD,17.99,10.794,214,214,See Price Method,Place Order With Logo,4 Color Process,TF,30,30,BG269,Innovations,214,Drop Shipment Charge,8.5,G,6.8,75,60,0,0,0
100,19.29,11.574,C,,,,428,428,USD,17.99,10.794,214,214,See Price Method,Place Order With Logo,4 Color Process,TF,30,30,BG269,Innovations,214,Drop Shipment Charge,8.5,G,6.8,75,60,0,0,0
250,17.99,10.794,C,,,,428,428,USD,17.99,10.794,214,214,See Price Method,Place Order With Logo,4 Color Process,TF,30,30,BG269,Innovations,214,Drop Shipment Charge,8.5,G,6.8,75,60,0,0,0
1,17.99,10.794,C,,,,430,430,USD,0,10.794,215,215,Random Sample,Order Sample,4 Color Process,RS,30,30,BG269,Innovations,215,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,16.49,9.894,C,,,,432,432,USD,16.49,9.894,216,216,See Price Method,Order Without Logo,Blank,BL,30,30,BG269,Innovations,216,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,16.49,9.894,C,,,,432,432,USD,16.49,9.894,216,216,See Price Method,Order Without Logo,Blank,BL,30,30,BG269,Innovations,216,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,16.49,9.894,C,,,,432,432,USD,16.49,9.894,216,216,See Price Method,Order Without Logo,Blank,BL,30,30,BG269,Innovations,216,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,16.49,9.894,C,,,,432,432,USD,16.49,9.894,216,216,See Price Method,Order Without Logo,Blank,BL,30,30,BG269,Innovations,216,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,27.79,16.674,C,0.5,G,0.4,434,434,USD,21.99,13.194,217,217,See Price Method,Place Order With Logo,1 Color 1 Location,TP,31,31,BG270,The Bag Factory,217,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,25.49,15.294,C,0.5,G,0.4,434,434,USD,21.99,13.194,217,217,See Price Method,Place Order With Logo,1 Color 1 Location,TP,31,31,BG270,The Bag Factory,217,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,23.79,14.274,C,0.5,G,0.4,434,434,USD,21.99,13.194,217,217,See Price Method,Place Order With Logo,1 Color 1 Location,TP,31,31,BG270,The Bag Factory,217,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
