QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorDiscountCode,AddColorNetPrice,Quantities_Id,Price_Id,CurrencyCode,AsLowAsCatalog,AsLowAsNet,Prices_Id,DecorationMethod_Id,PrintMethod,Select an Option Below,PriceMethod,PricingKey,DecorationMethods_Id,Product_Id,ItemNumber,BrandName,AdditionalCharges_Id,AdditionalChargeItemDescription,AdditionalChargeCatalogPrice,AdditionalChargeDiscountCode,AdditionalChargeNetPrice,SetupChargeCatalogPrice,NetSetupCharge,NetRepeatSetupCharge,MaxNumSpotColors,MaximumColorsAllowed
12,60.99,36.594,C,,,,524,524,USD,52.99,31.794,262,262,See Price Method,Place Order With Logo,4 Color Process,TF,38,38,BG279,The Bag Factory,262,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,57.09,34.254,C,,,,524,524,USD,52.99,31.794,262,262,See Price Method,Place Order With Logo,4 Color Process,TF,38,38,BG279,The Bag Factory,262,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,52.99,31.794,C,,,,524,524,USD,52.99,31.794,262,262,See Price Method,Place Order With Logo,4 Color Process,TF,38,38,BG279,The Bag Factory,262,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,52.99,31.8,C,,,,526,526,USD,0,31.8,263,263,Random Sample,Order Sample,4 Color Process,RS,38,38,BG279,The Bag Factory,263,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,66.89,40.134,C,,,,528,528,USD,53.49,32.094,264,264,See Price Method,Place Order With Logo,4 Color Process Dome,DM,38,38,BG279,The Bag Factory,264,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
12,61.49,36.894,C,,,,528,528,USD,53.49,32.094,264,264,See Price Method,Place Order With Logo,4 Color Process Dome,DM,38,38,BG279,The Bag Factory,264,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,57.59,34.554,C,,,,528,528,USD,53.49,32.094,264,264,See Price Method,Place Order With Logo,4 Color Process Dome,DM,38,38,BG279,The Bag Factory,264,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,53.49,32.094,C,,,,528,528,USD,53.49,32.094,264,264,See Price Method,Place Order With Logo,4 Color Process Dome,DM,38,38,BG279,The Bag Factory,264,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,53.49,32.1,C,,,,530,530,USD,0,32.1,265,265,Random Sample,Order Sample,4 Color Process Dome,RS,38,38,BG279,The Bag Factory,265,Drop Shipment Charge,8.5,G,6.8,,,,0,0
6,51.49,30.894,C,,,,532,532,USD,51.49,30.894,266,266,See Price Method,Order Without Logo,Blank,BL,38,38,BG279,The Bag Factory,266,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,51.49,30.894,C,,,,532,532,USD,51.49,30.894,266,266,See Price Method,Order Without Logo,Blank,BL,38,38,BG279,The Bag Factory,266,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,51.49,30.894,C,,,,532,532,USD,51.49,30.894,266,266,See Price Method,Order Without Logo,Blank,BL,38,38,BG279,The Bag Factory,266,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,51.49,30.894,C,,,,532,532,USD,51.49,30.894,266,266,See Price Method,Order Without Logo,Blank,BL,38,38,BG279,The Bag Factory,266,Drop Shipment Charge,8.5,G,6.8,,,,0,
6,66.89,40.134,C,,,,534,534,USD,53.49,32.094,267,267,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,38,38,BG279,The Bag Factory,267,Additional Stitches,0.35,G,0.28,50,40,20,4,9
12,61.49,36.894,C,,,,534,534,USD,53.49,32.094,267,267,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,38,38,BG279,The Bag Factory,267,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,57.59,34.554,C,,,,534,534,USD,53.49,32.094,267,267,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,38,38,BG279,The Bag Factory,267,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,53.49,32.094,C,,,,534,534,USD,53.49,32.094,267,267,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,38,38,BG279,The Bag Factory,267,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,53.49,32.1,C,,,,536,536,USD,0,32.1,268,268,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,38,38,BG279,The Bag Factory,268,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,19.99,11.994,C,0.5,G,0.4,538,538,USD,19.99,11.994,269,269,See Price Method,Place Order With Logo,1 Color 1 Location,TP,39,39,BG284,The Bag Factory,269,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,19.99,11.994,C,0.5,G,0.4,538,538,USD,19.99,11.994,269,269,See Price Method,Place Order With Logo,1 Color 1 Location,TP,39,39,BG284,The Bag Factory,269,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,19.99,11.994,C,0.5,G,0.4,538,538,USD,19.99,11.994,269,269,See Price Method,Place Order With Logo,1 Color 1 Location,TP,39,39,BG284,The Bag Factory,269,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,19.99,11.994,C,0.5,G,0.4,538,538,USD,19.99,11.994,269,269,See Price Method,Place Order With Logo,1 Color 1 Location,TP,39,39,BG284,The Bag Factory,269,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,19.99,12,C,0.5,G,0,540,540,USD,0,12,270,270,Random Sample,Order Sample,1 Color 1 Location,RS,39,39,BG284,The Bag Factory,270,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,34.24,20.544,C,,,,542,542,USD,31.99,19.194,271,271,See Price Method,Place Order With Logo,4 Color Process Dome,DM,39,39,BG284,The Bag Factory,271,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,33.49,20.094,C,,,,542,542,USD,31.99,19.194,271,271,See Price Method,Place Order With Logo,4 Color Process Dome,DM,39,39,BG284,The Bag Factory,271,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,32.74,19.644,C,,,,542,542,USD,31.99,19.194,271,271,See Price Method,Place Order With Logo,4 Color Process Dome,DM,39,39,BG284,The Bag Factory,271,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,31.99,19.194,C,,,,542,542,USD,31.99,19.194,271,271,See Price Method,Place Order With Logo,4 Color Process Dome,DM,39,39,BG284,The Bag Factory,271,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,31.99,19.2,C,,,,544,544,USD,0,19.2,272,272,Random Sample,Order Sample,4 Color Process Dome,RS,39,39,BG284,The Bag Factory,272,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,19.99,11.994,C,,,,546,546,USD,19.99,11.994,273,273,See Price Method,Order Without Logo,Blank,BL,39,39,BG284,The Bag Factory,273,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,19.99,11.994,C,,,,546,546,USD,19.99,11.994,273,273,See Price Method,Order Without Logo,Blank,BL,39,39,BG284,The Bag Factory,273,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,19.99,11.994,C,,,,546,546,USD,19.99,11.994,273,273,See Price Method,Order Without Logo,Blank,BL,39,39,BG284,The Bag Factory,273,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,19.99,11.994,C,,,,546,546,USD,19.99,11.994,273,273,See Price Method,Order Without Logo,Blank,BL,39,39,BG284,The Bag Factory,273,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,19.99,11.994,C,,,,546,546,USD,19.99,11.994,273,273,See Price Method,Order Without Logo,Blank,BL,39,39,BG284,The Bag Factory,273,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,21.66,12.996,C,,,,548,548,USD,21.66,12.996,274,274,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,39,39,BG284,The Bag Factory,274,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,21.66,12.996,C,,,,548,548,USD,21.66,12.996,274,274,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,39,39,BG284,The Bag Factory,274,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,21.66,12.996,C,,,,548,548,USD,21.66,12.996,274,274,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,39,39,BG284,The Bag Factory,274,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,21.66,12.996,C,,,,548,548,USD,21.66,12.996,274,274,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,39,39,BG284,The Bag Factory,274,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,21.66,13,C,,,,550,550,USD,0,13,275,275,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,39,39,BG284,The Bag Factory,275,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,12.29,7.374,C,0.5,G,0.4,552,552,USD,9.99,5.994,276,276,See Price Method,Place Order With Logo,1 Color 1 Location,TP,40,40,BG287,The Bag Factory,276,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,11.29,6.774,C,0.5,G,0.4,552,552,USD,9.99,5.994,276,276,See Price Method,Place Order With Logo,1 Color 1 Location,TP,40,40,BG287,The Bag Factory,276,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,10.59,6.354,C,0.5,G,0.4,552,552,USD,9.99,5.994,276,276,See Price Method,Place Order With Logo,1 Color 1 Location,TP,40,40,BG287,The Bag Factory,276,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,9.99,5.994,C,0.5,G,0.4,552,552,USD,9.99,5.994,276,276,See Price Method,Place Order With Logo,1 Color 1 Location,TP,40,40,BG287,The Bag Factory,276,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,9.99,6,C,,,,554,554,USD,0,6,277,277,Random Sample,Order Sample,1 Color 1 Location,RS,40,40,BG287,The Bag Factory,277,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,13.79,8.274,C,,,,556,556,USD,11.49,6.894,278,278,See Price Method,Place Order With Logo,4 Color Process,T4,40,40,BG287,The Bag Factory,278,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,12.79,7.674,C,,,,556,556,USD,11.49,6.894,278,278,See Price Method,Place Order With Logo,4 Color Process,T4,40,40,BG287,The Bag Factory,278,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,12.09,7.254,C,,,,556,556,USD,11.49,6.894,278,278,See Price Method,Place Order With Logo,4 Color Process,T4,40,40,BG287,The Bag Factory,278,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,11.49,6.894,C,,,,556,556,USD,11.49,6.894,278,278,See Price Method,Place Order With Logo,4 Color Process,T4,40,40,BG287,The Bag Factory,278,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,11.49,6.9,C,,,,558,558,USD,0,6.9,279,279,Random Sample,Order Sample,4 Color Process,RS,40,40,BG287,The Bag Factory,279,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,9.99,5.994,C,,,,560,560,USD,9.99,5.994,280,280,See Price Method,Order Without Logo,Blank,BL,40,40,BG287,The Bag Factory,280,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,9.99,5.994,C,,,,560,560,USD,9.99,5.994,280,280,See Price Method,Order Without Logo,Blank,BL,40,40,BG287,The Bag Factory,280,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,9.99,5.994,C,,,,560,560,USD,9.99,5.994,280,280,See Price Method,Order Without Logo,Blank,BL,40,40,BG287,The Bag Factory,280,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,9.99,5.994,C,,,,560,560,USD,9.99,5.994,280,280,See Price Method,Order Without Logo,Blank,BL,40,40,BG287,The Bag Factory,280,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,19.89,11.934,C,0.5,G,0.4,562,562,USD,15.99,9.594,281,281,See Price Method,Place Order With Logo,1 Color 1 Location,TP,41,41,BG288,The Bag Factory,281,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,18.19,10.914,C,0.5,G,0.4,562,562,USD,15.99,9.594,281,281,See Price Method,Place Order With Logo,1 Color 1 Location,TP,41,41,BG288,The Bag Factory,281,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,16.99,10.194,C,0.5,G,0.4,562,562,USD,15.99,9.594,281,281,See Price Method,Place Order With Logo,1 Color 1 Location,TP,41,41,BG288,The Bag Factory,281,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,15.99,9.594,C,0.5,G,0.4,562,562,USD,15.99,9.594,281,281,See Price Method,Place Order With Logo,1 Color 1 Location,TP,41,41,BG288,The Bag Factory,281,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,15.99,9.6,C,,,,564,564,USD,0,9.6,282,282,Random Sample,Order Sample,1 Color 1 Location,RS,41,41,BG288,The Bag Factory,282,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,21.39,12.834,C,,,,566,566,USD,17.49,10.494,283,283,See Price Method,Place Order With Logo,4 Color Process,TF,41,41,BG288,The Bag Factory,283,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,19.69,11.814,C,,,,566,566,USD,17.49,10.494,283,283,See Price Method,Place Order With Logo,4 Color Process,TF,41,41,BG288,The Bag Factory,283,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,18.49,11.094,C,,,,566,566,USD,17.49,10.494,283,283,See Price Method,Place Order With Logo,4 Color Process,TF,41,41,BG288,The Bag Factory,283,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,17.49,10.494,C,,,,566,566,USD,17.49,10.494,283,283,See Price Method,Place Order With Logo,4 Color Process,TF,41,41,BG288,The Bag Factory,283,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,17.49,10.5,C,,,,568,568,USD,0,10.5,284,284,Random Sample,Order Sample,4 Color Process,RS,41,41,BG288,The Bag Factory,284,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,15.99,9.594,C,,,,570,570,USD,15.99,9.594,285,285,See Price Method,Order Without Logo,Blank,BL,41,41,BG288,The Bag Factory,285,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,15.99,9.594,C,,,,570,570,USD,15.99,9.594,285,285,See Price Method,Order Without Logo,Blank,BL,41,41,BG288,The Bag Factory,285,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,15.99,9.594,C,,,,570,570,USD,15.99,9.594,285,285,See Price Method,Order Without Logo,Blank,BL,41,41,BG288,The Bag Factory,285,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,15.99,9.594,C,,,,570,570,USD,15.99,9.594,285,285,See Price Method,Order Without Logo,Blank,BL,41,41,BG288,The Bag Factory,285,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,21.89,13.134,C,,,,572,572,USD,17.99,10.794,286,286,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,41,41,BG288,The Bag Factory,286,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,20.19,12.114,C,,,,572,572,USD,17.99,10.794,286,286,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,41,41,BG288,The Bag Factory,286,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,18.99,11.394,C,,,,572,572,USD,17.99,10.794,286,286,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,41,41,BG288,The Bag Factory,286,Additional Stitches,0.35,G,0.28,50,40,20,4,9
250,17.99,10.794,C,,,,572,572,USD,17.99,10.794,286,286,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,41,41,BG288,The Bag Factory,286,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,17.99,10.8,C,,,,574,574,USD,0,10.8,287,287,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,41,41,BG288,The Bag Factory,287,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,33.59,20.154,C,0.5,G,0.4,576,576,USD,26.59,15.954,288,288,See Price Method,Place Order With Logo,1 Color 1 Location,TP,42,42,BG295,The Bag Factory,288,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,30.79,18.474,C,0.5,G,0.4,576,576,USD,26.59,15.954,288,288,See Price Method,Place Order With Logo,1 Color 1 Location,TP,42,42,BG295,The Bag Factory,288,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,28.79,17.274,C,0.5,G,0.4,576,576,USD,26.59,15.954,288,288,See Price Method,Place Order With Logo,1 Color 1 Location,TP,42,42,BG295,The Bag Factory,288,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,26.59,15.954,C,0.5,G,0.4,576,576,USD,26.59,15.954,288,288,See Price Method,Place Order With Logo,1 Color 1 Location,TP,42,42,BG295,The Bag Factory,288,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,26.59,15.96,C,,,,578,578,USD,0,15.96,289,289,Random Sample,Order Sample,1 Color 1 Location,RS,42,42,BG295,The Bag Factory,289,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,35.09,21.054,C,,,,580,580,USD,28.09,16.854,290,290,See Price Method,Place Order With Logo,4 Color Process,T4,42,42,BG295,The Bag Factory,290,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,32.29,19.374,C,,,,580,580,USD,28.09,16.854,290,290,See Price Method,Place Order With Logo,4 Color Process,T4,42,42,BG295,The Bag Factory,290,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,30.29,18.174,C,,,,580,580,USD,28.09,16.854,290,290,See Price Method,Place Order With Logo,4 Color Process,T4,42,42,BG295,The Bag Factory,290,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,28.09,16.854,C,,,,580,580,USD,28.09,16.854,290,290,See Price Method,Place Order With Logo,4 Color Process,T4,42,42,BG295,The Bag Factory,290,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,28.09,16.86,C,,,,582,582,USD,0,16.86,291,291,Random Sample,Order Sample,4 Color Process,RS,42,42,BG295,The Bag Factory,291,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,26.59,15.954,C,,,,584,584,USD,26.59,15.954,292,292,See Price Method,Order Without Logo,Blank,BL,42,42,BG295,The Bag Factory,292,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,26.59,15.954,C,,,,584,584,USD,26.59,15.954,292,292,See Price Method,Order Without Logo,Blank,BL,42,42,BG295,The Bag Factory,292,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,26.59,15.954,C,,,,584,584,USD,26.59,15.954,292,292,See Price Method,Order Without Logo,Blank,BL,42,42,BG295,The Bag Factory,292,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,26.59,15.954,C,,,,584,584,USD,26.59,15.954,292,292,See Price Method,Order Without Logo,Blank,BL,42,42,BG295,The Bag Factory,292,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,35.59,21.354,C,,,,586,586,USD,28.59,17.154,293,293,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,42,42,BG295,The Bag Factory,293,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,32.79,19.674,C,,,,586,586,USD,28.59,17.154,293,293,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,42,42,BG295,The Bag Factory,293,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,30.79,18.474,C,,,,586,586,USD,28.59,17.154,293,293,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,42,42,BG295,The Bag Factory,293,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,28.59,17.154,C,,,,586,586,USD,28.59,17.154,293,293,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,42,42,BG295,The Bag Factory,293,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,28.59,17.16,C,,,,588,588,USD,0,17.16,294,294,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,42,42,BG295,The Bag Factory,294,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,34.59,20.754,C,0.5,G,0.4,590,590,USD,27.59,16.554,295,295,See Price Method,Place Order With Logo,1 Color 1 Location,TP,43,43,BG295CM,The Bag Factory,295,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,31.79,19.074,C,0.5,G,0.4,590,590,USD,27.59,16.554,295,295,See Price Method,Place Order With Logo,1 Color 1 Location,TP,43,43,BG295CM,The Bag Factory,295,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,29.79,17.874,C,0.5,G,0.4,590,590,USD,27.59,16.554,295,295,See Price Method,Place Order With Logo,1 Color 1 Location,TP,43,43,BG295CM,The Bag Factory,295,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,27.59,16.554,C,0.5,G,0.4,590,590,USD,27.59,16.554,295,295,See Price Method,Place Order With Logo,1 Color 1 Location,TP,43,43,BG295CM,The Bag Factory,295,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,27.59,16.56,C,,,,592,592,USD,0,16.56,296,296,Random Sample,Order Sample,1 Color 1 Location,RS,43,43,BG295CM,The Bag Factory,296,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,37.09,22.254,C,,,,594,594,USD,30.09,18.054,297,297,See Price Method,Place Order With Logo,4 Color Process,TF,43,43,BG295CM,The Bag Factory,297,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,34.29,20.574,C,,,,594,594,USD,30.09,18.054,297,297,See Price Method,Place Order With Logo,4 Color Process,TF,43,43,BG295CM,The Bag Factory,297,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,32.29,19.374,C,,,,594,594,USD,30.09,18.054,297,297,See Price Method,Place Order With Logo,4 Color Process,TF,43,43,BG295CM,The Bag Factory,297,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,30.09,18.054,C,,,,594,594,USD,30.09,18.054,297,297,See Price Method,Place Order With Logo,4 Color Process,TF,43,43,BG295CM,The Bag Factory,297,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,30.09,18.06,C,,,,596,596,USD,0,18.06,298,298,Random Sample,Order Sample,4 Color Process,RS,43,43,BG295CM,The Bag Factory,298,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,27.59,16.554,C,,,,598,598,USD,27.59,16.554,299,299,See Price Method,Order Without Logo,Blank,BL,43,43,BG295CM,The Bag Factory,299,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,27.59,16.554,C,,,,598,598,USD,27.59,16.554,299,299,See Price Method,Order Without Logo,Blank,BL,43,43,BG295CM,The Bag Factory,299,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,27.59,16.554,C,,,,598,598,USD,27.59,16.554,299,299,See Price Method,Order Without Logo,Blank,BL,43,43,BG295CM,The Bag Factory,299,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,27.59,16.554,C,,,,598,598,USD,27.59,16.554,299,299,See Price Method,Order Without Logo,Blank,BL,43,43,BG295CM,The Bag Factory,299,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,37.59,22.554,C,,,,600,600,USD,30.59,18.354,300,300,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,43,43,BG295CM,The Bag Factory,300,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,34.79,20.874,C,,,,600,600,USD,30.59,18.354,300,300,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,43,43,BG295CM,The Bag Factory,300,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,32.79,19.674,C,,,,600,600,USD,30.59,18.354,300,300,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,43,43,BG295CM,The Bag Factory,300,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,30.59,18.354,C,,,,600,600,USD,30.59,18.354,300,300,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,43,43,BG295CM,The Bag Factory,300,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,30.59,18.36,C,,,,602,602,USD,0,18.36,301,301,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,43,43,BG295CM,The Bag Factory,301,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,26.69,16.014,C,0.5,G,0.4,604,604,USD,21.19,12.714,302,302,See Price Method,Place Order With Logo,1 Color 1 Location,TP,44,44,BG296,The Bag Factory,302,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,24.49,14.694,C,0.5,G,0.4,604,604,USD,21.19,12.714,302,302,See Price Method,Place Order With Logo,1 Color 1 Location,TP,44,44,BG296,The Bag Factory,302,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,22.89,13.734,C,0.5,G,0.4,604,604,USD,21.19,12.714,302,302,See Price Method,Place Order With Logo,1 Color 1 Location,TP,44,44,BG296,The Bag Factory,302,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,21.19,12.714,C,0.5,G,0.4,604,604,USD,21.19,12.714,302,302,See Price Method,Place Order With Logo,1 Color 1 Location,TP,44,44,BG296,The Bag Factory,302,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,21.19,12.72,C,,,,606,606,USD,0,12.72,303,303,Random Sample,Order Sample,1 Color 1 Location,RS,44,44,BG296,The Bag Factory,303,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,28.19,16.914,C,,,,608,608,USD,22.69,13.614,304,304,See Price Method,Place Order With Logo,4 Color Process,T4,44,44,BG296,The Bag Factory,304,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,25.99,15.594,C,,,,608,608,USD,22.69,13.614,304,304,See Price Method,Place Order With Logo,4 Color Process,T4,44,44,BG296,The Bag Factory,304,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,24.39,14.634,C,,,,608,608,USD,22.69,13.614,304,304,See Price Method,Place Order With Logo,4 Color Process,T4,44,44,BG296,The Bag Factory,304,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,22.69,13.614,C,,,,608,608,USD,22.69,13.614,304,304,See Price Method,Place Order With Logo,4 Color Process,T4,44,44,BG296,The Bag Factory,304,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,22.69,13.62,C,,,,610,610,USD,0,13.62,305,305,Random Sample,Order Sample,4 Color Process,RS,44,44,BG296,The Bag Factory,305,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,28.69,17.214,C,,,,612,612,USD,23.19,13.914,306,306,See Price Method,Place Order With Logo,4 Color Process Dome,DM,44,44,BG296,The Bag Factory,306,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,26.49,15.894,C,,,,612,612,USD,23.19,13.914,306,306,See Price Method,Place Order With Logo,4 Color Process Dome,DM,44,44,BG296,The Bag Factory,306,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,24.89,14.934,C,,,,612,612,USD,23.19,13.914,306,306,See Price Method,Place Order With Logo,4 Color Process Dome,DM,44,44,BG296,The Bag Factory,306,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
