"ItemNumber","BrandName","PriceMethod","PricingKey","AdditionalChargeItemDescriptin","AdditionalChargeCatalogPrice","AdditionalChargeNetPrice","AdditionalChargeDiscountCode","dropshipchg","handlingfee3rdparty","less_than_minimum_qty","dropshipnetchg","handlingfee3rdpartynetchg","less_than_minimum_qty_netchg","additional_stitches_catalog_price_em","digitizing_fee_catalog_price_em","personalization_catalog_price_em","swatchproof_catalog_price_em","additional_stitches_net_price_em","digitizing_fee_net_price_em","personalization_net_price_em","swatchproof_net_price_em","setupchargecatalogprice_tp","setupchargecatalogprice_t4","setupchargecatalogprice_em","setupchargecatalogprice_db","setupchargecatalogprice_dm","setupchargecatalogprice_cg","netsetupcharge_tp","netsetupcharge_t4","netsetupcharge_em","netsetupcharge_dm","netsetupcharge_cg","netsetupcharge_db","setupchargedescription_tp","setupchargedescription_t4","setupchargedescription_em","setupchargedescription_dm","setupchargedescription_cg","minimumorderquantity_tp","minimumorderquantity_t4","minimumorderquantity_em","minimumorderquantity_cg","minimumorderquantity_rs","minimumorderquantity_bl","minimumorderquantity_dm","minimumorderquantity_db"
"IC352694","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","4 Color Process","4D","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC352694","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3560","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3561","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3562","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3570","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","Laser","YL","Personalization","7","5.6","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","4 Color Process","4D","Copy Change","20","16","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","4 Color Process","4D","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","4 Color Process","4D","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","4 Color Process","4D","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3571","Benchmark","4 Color Process","4D","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3572","Benchmark","Laser","YL","Copy Change","50","40","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IC3572","Benchmark","Laser","YL","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
